Date,Close
2002-03-21,1.0761237144470215
2002-03-22,1.0422459840774536
2002-03-25,1.0422459840774536
2002-03-26,1.069746732711792
2002-03-27,1.0860874652862549
2002-03-28,1.0916680097579956
2002-04-01,1.0860874652862549
2002-04-02,1.0761237144470215
2002-04-03,1.0601813793182373
2002-04-04,1.0840951204299927
2002-04-05,1.1044219732284546
2002-04-08,1.100037693977356
2002-04-09,1.1119943857192993
2002-04-10,1.128335952758789
2002-04-11,1.1251468658447266
2002-04-12,1.1279370784759521
2002-04-15,1.11996591091156
2002-04-16,1.1343145370483398
2002-04-17,1.1291327476501465
2002-04-18,1.110001564025879
2002-04-19,1.100037693977356
2002-04-22,1.1279370784759521
2002-04-23,1.1223573684692383
2002-04-24,1.1159802675247192
2002-04-25,1.090073585510254
2002-04-26,1.0860874652862549
2002-04-29,1.0860874652862549
2002-04-30,1.0876823663711548
2002-05-01,1.1060160398483276
2002-05-02,1.0761237144470215
2002-05-03,1.0761237144470215
2002-05-06,1.096051812171936
2002-05-07,1.0828993320465088
2002-05-08,1.100037693977356
2002-05-09,1.090073585510254
2002-05-10,1.1020305156707764
2002-05-13,1.108008861541748
2002-05-14,1.110001564025879
2002-05-15,1.108008861541748
2002-05-16,1.102428913116455
2002-05-17,1.098044753074646
2002-05-20,1.1004360914230347
2002-05-21,1.1203641891479492
2002-05-22,1.11996591091156
2002-05-23,1.128335952758789
2002-05-24,1.1259446144104004
2002-05-28,1.1458724737167358
2002-05-29,1.1952948570251465
2002-05-30,1.175764799118042
2002-05-31,1.195693016052246
2002-06-03,1.195693016052246
2002-06-04,1.1861271858215332
2002-06-05,1.1857291460037231
2002-06-06,1.1566333770751953
2002-06-07,1.162213683128357
2002-06-10,1.1566333770751953
2002-06-11,1.1410895586013794
2002-06-12,1.1239514350891113
2002-06-13,1.1219584941864014
2002-06-14,1.1243501901626587
2002-06-17,1.1359082460403442
2002-06-18,1.1203641891479492
2002-06-19,1.1187702417373657
2002-06-20,1.0868849754333496
2002-06-21,1.0502170324325562
2002-06-24,1.0235133171081543
2002-06-25,1.0358686447143555
2002-06-26,1.0255060195922852
2002-06-27,1.0976462364196777
2002-06-28,1.102827548980713
2002-07-01,1.0825005769729614
2002-07-02,1.076920986175537
2002-07-03,1.098044753074646
2002-07-05,1.090073585510254
2002-07-08,1.0761237144470215
2002-07-09,1.0880807638168335
2002-07-10,1.076920986175537
2002-07-11,1.078116536140442
2002-07-12,1.0805078744888306
2002-07-15,1.0836962461471558
2002-07-16,1.096848964691162
2002-07-17,1.0801090002059937
2002-07-18,1.0761237144470215
2002-07-19,1.0621739625930786
2002-07-22,1.0462316274642944
2002-07-23,1.0362675189971924
2002-07-24,1.0043822526931763
2002-07-25,0.9924254417419434
2002-07-26,0.9605397582054138
2002-07-29,0.9099225401878357
2002-07-30,0.9406121373176575
2002-07-31,0.9764826893806458
2002-08-01,1.0003966093063354
2002-08-02,1.011157512664795
2002-08-05,0.9605397582054138
2002-08-06,0.9685111045837402
2002-08-07,1.0019906759262085
2002-08-08,1.0278977155685425
2002-08-09,1.0103604793548584
2002-08-12,0.9892364144325256
2002-08-13,0.970504105091095
2002-08-14,0.9772796034812927
2002-08-15,0.9784754514694214
2002-08-16,1.0326805114746094
2002-08-19,1.0043822526931763
2002-08-20,0.9999976754188538
2002-08-21,1.0107592344284058
2002-08-22,0.9972078204154968
2002-08-23,1.0103604793548584
2002-08-26,1.011157512664795
2002-08-27,1.0063750743865967
2002-08-28,1.0131503343582153
2002-08-29,1.0083677768707275
2002-08-30,1.0203243494033813
2002-09-03,0.9772796034812927
2002-09-04,0.9984033703804016
2002-09-05,0.9944179058074951
2002-09-06,1.0063750743865967
2002-09-09,1.0298902988433838
2002-09-10,1.0103604793548584
2002-09-11,1.0203243494033813
2002-09-12,1.0047804117202759
2002-09-13,1.0043822526931763
2002-09-16,1.007171869277954
2002-09-17,0.9912295937538147
2002-09-18,0.9800696969032288
2002-09-19,0.9593443274497986
2002-09-20,0.9824612140655518
2002-09-23,0.9629313349723816
2002-09-24,0.9505760073661804
2002-09-25,0.9625328779220581
2002-09-26,0.9501776099205017
2002-09-27,0.9115164279937744
2002-09-30,0.9067337512969971
2002-10-01,0.9386188983917236
2002-10-02,0.9246690273284912
2002-10-03,0.9402132630348206
2002-10-04,0.9386188983917236
2002-10-07,0.9147050380706787
2002-10-08,0.9166982173919678
2002-10-09,0.8872042298316956
2002-10-10,0.88202303647995
2002-10-11,0.901951014995575
2002-10-14,0.8668771982192993
2002-10-15,0.8824214339256287
2002-10-16,0.8668771982192993
2002-10-17,0.9051398038864136
2002-10-18,0.927459180355072
2002-10-21,0.9318433403968811
2002-10-22,0.9418078064918518
2002-10-23,0.9685111045837402
2002-10-24,0.9944179058074951
2002-10-25,1.0354700088500977
2002-10-28,1.0263028144836426
2002-10-29,1.0215204954147339
2002-10-30,1.0282959938049316
2002-10-31,1.0502170324325562
2002-11-01,1.054202675819397
2002-11-04,1.0530071258544922
2002-11-05,0.9828597903251648
2002-11-06,1.0314847230911255
2002-11-07,1.0593839883804321
2002-11-08,1.0502170324325562
2002-11-11,1.0557966232299805
2002-11-12,1.0362675189971924
2002-11-13,1.0306870937347412
2002-11-14,1.0775667428970337
2002-11-15,1.0960392951965332
2002-11-18,1.1370892524719238
2002-11-19,1.100555181503296
2002-11-20,1.082903265953064
2002-11-21,1.1268271207809448
2002-11-22,1.1116383075714111
2002-11-25,1.100555181503296
2002-11-26,1.0870084762573242
2002-11-27,1.100964903831482
2002-11-29,1.1075334548950195
2002-12-02,1.1596671342849731
2002-12-03,1.1333945989608765
2002-12-04,1.1202592849731445
2002-12-05,1.1186169385910034
2002-12-06,1.1535099744796753
2002-12-09,1.1411950588226318
2002-12-10,1.1535099744796753
2002-12-11,1.1814239025115967
2002-12-12,1.1818344593048096
2002-12-13,1.1625404357910156
2002-12-16,1.1764976978302002
2002-12-17,1.1760873794555664
2002-12-18,1.180192232131958
2002-12-19,1.1822445392608643
2002-12-20,1.1814239025115967
2002-12-23,1.1678770780563354
2002-12-24,1.173624038696289
2002-12-26,1.1732136011123657
2002-12-27,1.180192232131958
2002-12-30,1.1822445392608643
2002-12-31,1.1867605447769165
2003-01-02,1.1863495111465454
2003-01-03,1.1863495111465454
2003-01-06,1.1904549598693848
2003-01-07,1.1966123580932617
2003-01-08,1.1555618047714233
2003-01-09,1.1884019374847412
2003-01-10,1.1658246517181396
2003-01-13,1.1514569520950317
2003-01-14,1.174034595489502
2003-01-15,1.1489940881729126
2003-01-16,1.1391417980194092
2003-01-17,1.1280587911605835
2003-01-21,1.099733829498291
2003-01-22,1.1104071140289307
2003-01-23,1.0734620094299316
2003-01-24,1.0553994178771973
2003-01-27,1.061146855354309
2003-01-28,1.0718194246292114
2003-01-29,1.0738723278045654
2003-01-30,1.1186169385910034
2003-01-31,1.1350371837615967
2003-02-03,1.1514569520950317
2003-02-04,1.1539198160171509
2003-02-05,1.1576144695281982
2003-02-06,1.1719821691513062
2003-02-07,1.1884019374847412
2003-02-10,1.1781399250030518
2003-02-11,1.1978442668914795
2003-02-12,1.1842970848083496
2003-02-13,1.135447382926941
2003-02-14,1.1083544492721558
2003-02-18,1.1555618047714233
2003-02-19,1.1255956888198853
2003-02-20,1.1333945989608765
2003-02-21,1.1617196798324585
2003-02-24,1.180192232131958
2003-02-25,1.1884019374847412
2003-02-26,1.1966123580932617
2003-02-27,1.1699297428131104
2003-02-28,1.1904549598693848
2003-03-03,1.2109793424606323
2003-03-04,1.204822301864624
2003-03-05,1.2027701139450073
2003-03-06,1.200307011604309
2003-03-07,1.1752656698226929
2003-03-10,1.1535099744796753
2003-03-11,1.1699297428131104
2003-03-12,1.1764976978302002
2003-03-13,1.1781399250030518
2003-03-14,1.1494046449661255
2003-03-17,1.1555618047714233
2003-03-18,1.1461206674575806
2003-03-19,1.1264166831970215
2003-03-20,1.138731837272644
2003-03-21,1.1411950588226318
2003-03-24,1.1247739791870117
2003-03-25,1.1338058710098267
2003-03-26,1.1124593019485474
2003-03-27,1.1292901039123535
2003-03-28,1.1268271207809448
2003-03-31,1.1063014268875122
2003-04-01,1.135447382926941
2003-04-02,1.147351861000061
2003-04-03,1.1161537170410156
2003-04-04,1.1104071140289307
2003-04-07,1.1329847574234009
2003-04-08,1.1432468891143799
2003-04-09,1.1535099744796753
2003-04-10,1.1617196798324585
2003-04-11,1.1494046449661255
2003-04-14,1.1576144695281982
2003-04-15,1.1699297428131104
2003-04-16,1.1543303728103638
2003-04-17,1.1739951372146606
2003-04-21,1.1840362548828125
2003-04-22,1.1652086973190308
2003-04-23,1.1652086973190308
2003-04-24,1.1233702898025513
2003-04-25,1.1380138397216797
2003-04-28,1.1505651473999023
2003-04-29,1.1714849472045898
2003-04-30,1.1698110103607178
2003-05-01,1.1756688356399536
2003-05-02,1.164372444152832
2003-05-05,1.1769241094589233
2003-05-06,1.199517011642456
2003-05-07,1.2007719278335571
2003-05-08,1.1924041509628296
2003-05-09,1.2066291570663452
2003-05-12,1.223783016204834
2003-05-13,1.2254564762115479
2003-05-14,1.1990982294082642
2003-05-15,1.1798523664474487
