Date,Open,High,Low,Close,Volume
2000-01-03,0.8039948213063709,0.8624494431183377,0.7795585720711034,0.8581374287605286,535796800
2000-01-04,0.8298681203265063,0.8480750863952573,0.7757255272320515,0.7857876420021057,512377600
2000-01-05,0.795369708339867,0.8475959044046756,0.7896204260180038,0.7972861528396606,778321600
2000-01-06,0.8135778172371724,0.8202853496571547,0.728290557861328,0.7282905578613281,767972800
2000-01-07,0.7397899000974867,0.774288260003293,0.7321241722217502,0.7627887725830078,460734400
2000-01-10,0.7819540071988939,0.783870452134987,0.7263740845779687,0.7493729591369629,505064000
2000-01-11,0.73547799486197,0.7618306349347976,0.6937930278294268,0.7110417485237122,441548800
2000-01-12,0.7282903115088925,0.7321240705208857,0.6631273602937485,0.6683984398841858,976068800
2000-01-13,0.7243373759203138,0.757038637844612,0.7091252657866122,0.7417063117027283,1032684800
2000-01-14,0.766621895668268,0.7838706202784373,0.7618308078890917,0.7699756622314453,390376000
2000-01-18,0.7742882987325933,0.8126194989048025,0.7699754661646347,0.7968072295188904,459177600
2000-01-19,0.8097437753237706,0.8337008907098381,0.7924950084412979,0.8169312477111816,597643200
2000-01-20,0.8854482721768854,0.9314452048412921,0.8701159954071044,0.8701159954071045,1831132800
2000-01-21,0.8758652108756002,0.8758652108756002,0.8447214333620094,0.8533462285995483,495924800
2000-01-24,0.8313055114857094,0.8643656811162359,0.8059110698516653,0.814535915851593,440876800
2000-01-25,0.8049530113956499,0.8672413929710239,0.7848295955310322,0.8605329394340515,497145600
2000-01-26,0.8432840561220559,0.8753860283438727,0.8413676625419407,0.8447213768959045,367158400
2000-01-27,0.8341803285753562,0.8662831781693657,0.8202853716196207,0.8432842493057251,340144000
2000-01-28,0.8293891291858495,0.8499916146880683,0.7714135899454968,0.7790793180465698,423348800
2000-01-31,0.7742883626166338,0.7963281712121894,0.724457670337574,0.7953699231147766,701680000
2000-02-01,0.7972862028242155,0.8049528001443155,0.7666216047570417,0.7685379981994629,318035200
2000-02-02,0.7723716447407498,0.7829120118459357,0.7436225742936546,0.7575175762176514,464195200
2000-02-03,0.7690172235909329,0.7992036228860435,0.7685380995783654,0.7920161485671997,475193600
2000-02-04,0.7968071369919981,0.8432840028759977,0.7944115684018268,0.8279517292976379,425320000
2000-02-07,0.827951852247056,0.8758652270888638,0.8121404011896634,0.874427855014801,441067200
2000-02-08,0.8739485065183639,0.8902390262387311,0.8528669524918023,0.8806569576263428,408643200
2000-02-09,0.8749069810316087,0.8979058554644995,0.8619702229153565,0.8634074926376343,299364800
2000-02-10,0.8653248572294838,0.8729906373716513,0.8432841784060305,0.8701159954071045,302982400
2000-02-11,0.8710741492740983,0.8749070393808919,0.8298683032258786,0.8337011933326721,212251200
2000-02-14,0.8380129211926217,0.8883226731748576,0.8327427115688626,0.8878435492515564,367539200
2000-02-15,0.8835315752542637,0.9194671975387658,0.8830524513653419,0.9122797250747681,485744000
2000-02-16,0.9026970302244379,0.9055724909819195,0.8595747402380449,0.8749070167541504,378246400
2000-02-17,0.8830524747794398,0.8854479919325369,0.8672410789606982,0.8806569576263428,289497600
2000-02-18,0.8787406412707187,0.8844899245529383,0.8499916148057902,0.8528671264648438,233441600
2000-02-22,0.8442421311419438,0.8964683235346468,0.8178894474140154,0.8725112080574036,422296000
2000-02-23,0.8680792822439526,0.9122799832420687,0.8509498562935646,0.8911975026130676,473099200
2000-02-24,0.8993429701140678,0.9132379723045742,0.8566997669427946,0.883171796798706,376432000
2000-02-25,0.8801782177237144,0.8969478686618725,0.8442425276310528,0.8461589217185974,249144000
2000-02-28,0.8442422219679626,0.8816151685064085,0.8308263423066163,0.8681992888450623,328328000
2000-02-29,0.8705947687704789,0.8988638986901325,0.8629282743297125,0.8787404894828796,368961600
2000-03-01,0.9089258062137834,1.012419107562377,0.9084466824060365,0.9990032315254211,1077003200
2000-03-02,0.9736100844766021,0.9807967399443256,0.9252167168882043,0.9352788329124451,311259200
2000-03-03,0.9573185579415465,0.9830728275807158,0.9199464787927103,0.9812756776809692,323366400
2000-03-06,0.9659432834100647,0.9899004001698605,0.9582766866992259,0.9635477662086487,210560000
2000-03-07,0.9692970247041997,0.9769636212273486,0.92857026498121,0.9419861435890198,273011200
2000-03-08,0.9419863643683131,0.9501320867001866,0.9089261934199511,0.9352788329124451,271230400
2000-03-09,0.9266539434651998,0.958276737414107,0.9065305334159657,0.9371951818466187,276718400
2000-03-10,0.9328833867230992,0.9807968151322478,0.9276123057032228,0.9640271663665771,248606400
2000-03-13,0.9362371013861828,0.9697763970789919,0.9161128688981318,0.9300078749656677,303956800
2000-03-14,0.9292889461888683,0.9525274288540418,0.8739485465154124,0.8758650422096252,428579200
2000-03-15,0.886406467078086,0.9218629755075499,0.8749069787145661,0.8911975026130676,443609600
2000-03-16,0.8993430052555188,0.9352786289226253,0.8777814058741833,0.931924045085907,378100800
2000-03-17,0.9209049008605975,0.9582769870758058,0.9170710895282843,0.9582769870758057,305043200
2000-03-20,0.9467780553631492,0.9678596083256295,0.9381532114390336,0.942944347858429,204489600
2000-03-21,0.9395906657289087,1.0483549684822844,0.9324040116451056,1.0344600677490234,524328000
2000-03-22,1.0179305379186965,1.1068110971831122,1.0085870529932315,1.1053729057312012,567996800
2000-03-23,1.0886028172421875,1.1528075843827452,1.0732705417747772,1.0833326578140259,562564800
2000-03-24,1.0919571087261037,1.1034566023397914,1.038772680042917,1.0632089376449585,446913600
2000-03-27,1.0550635744102381,1.1096852445713623,1.0493133700474795,1.0699167251586914,279182400
2000-03-28,1.052188179181857,1.0886029388197864,1.0512299310496975,1.0665631294250488,202966400
2000-03-29,1.068480005830772,1.0689590277122105,1.025956066567288,1.042127251625061,239836800
2000-03-30,1.0239191054106072,1.0555427255881094,0.9616315461236511,0.9640271663665771,414400000
2000-03-31,0.9769639182135272,1.0521881333473333,0.9659435533984191,1.0411686897277832,404633600
2000-04-03,1.0387717413701536,1.069437200554712,0.9922957082206607,1.022002100944519,328563200
2000-04-04,1.0167320110062825,1.0196066517032687,0.8950308703574203,0.9760052561759949,660329600
2000-04-05,0.9695369220070367,1.0186489325047532,0.9506113668967071,0.9994837641716003,457665600
2000-04-06,1.0014000229883155,1.031106426042723,0.9448609371905501,0.9597150087356567,259627200
2000-04-07,0.9755262957868185,1.0109819778106905,0.9621104165428456,1.010023832321167,242435200
2000-04-10,1.0095450016896017,1.0176907248650469,0.9563605931849766,0.9582769870758057,212262400
2000-04-11,0.9467781496890023,0.9573184666227381,0.9050923210979268,0.9156335592269897,541822400
2000-04-12,0.9122798928499063,0.9122798928499063,0.8039946498557216,0.8375338912010193,941136000
2000-04-13,0.8547833684011598,0.91994631512625,0.8317844495176824,0.8725112080574036,529827200
2000-04-14,0.8380133400377366,0.9046136457646342,0.8356177704014257,0.8576585054397583,667620800
2000-04-17,0.8394512732741288,0.9501320938526511,0.8360966375029752,0.9496529698371887,409561600
2000-04-18,0.9467783237010751,0.9726518392562867,0.9151546035016395,0.9726518392562866,390924800
2000-04-19,0.967380885633856,0.9985245614182489,0.9180292686217892,0.9285705089569092,520150400
2000-04-20,0.9482155786821208,0.956360482070731,0.8974266940306789,0.9113216996192932,722120000
2000-04-24,0.8816151738095218,0.9237793087959288,0.8796987804042917,0.923779308795929,443620800
2000-04-25,0.936236896951783,0.98702577226364,0.9357577730340825,0.9836711883544922,391641600
2000-04-26,0.9707345427685767,0.9812757830349231,0.9199465775620992,0.9300078749656677,366912000
2000-04-27,0.898384926875398,0.9736100557484931,0.8937132375987794,0.9716927409172058,326603200
2000-04-28,0.974568316379772,0.9774429580483004,0.930007839268248,0.9510902166366577,249580800
2000-05-01,0.9573184163562937,0.9592357307966167,0.9343204691553914,0.9530065059661865,226195200
2000-05-02,0.9448609427011155,0.9678598149228624,0.9007804106618172,0.9036550521850586,236432000
2000-05-03,0.9118007868882654,0.9295286814540171,0.8557417451416969,0.8820943832397461,489798400
2000-05-04,0.8825736748662796,0.8835319230212991,0.8475961842371008,0.8485544323921204,399515200
2000-05-05,0.8495125565625139,0.8796989573620863,0.8487939216853739,0.8672413229942322,284076800
2000-05-08,0.8593350474616634,0.8715531700842208,0.843284086363898,0.8442423343658447,184900800
2000-05-09,0.8456798233636783,0.8528672989379001,0.8039948499063899,0.8083068132400513,327140800
2000-05-10,0.7977653390621601,0.8049528125436085,0.7570385744782336,0.7613514065742493,535091200
2000-05-11,0.7771629588154675,0.7992036361318972,0.7589559901485029,0.7881832718849182,499744000
2000-05-12,0.812619365663955,0.8471168516210129,0.8031556700726733,0.8250769972801208,306913600
2000-05-15,0.8284310236425945,0.8284310236425945,0.7675800134572953,0.7742884159088135,678932800
2000-05-16,0.8012394584931255,0.8360966791380584,0.7877042299710653,0.8102231621742249,440451200
2000-05-17,0.7944116899668787,0.7948908139937353,0.7694963705523422,0.7771629691123962,398092800
2000-05-18,0.7896207310158524,0.8044739364948161,0.7714137591612079,0.7723720073699951,373777600
2000-05-19,0.7608723884081555,0.7608723884081555,0.7158327884954065,0.7206247448921204,740667200
2000-05-22,0.7187084612332987,0.7187084612332987,0.6592947700237572,0.6894803047180176,755507200
