Date,Open,High,Low,Close,Volume
2000-03-02,1.7488399744033813,2.498339891433716,1.7488399744033813,2.498339891433716,2562
2000-03-03,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,80
2000-03-06,2.498339891433716,2.498339891433716,2.498339891433716,2.498339891433716,240
2000-03-07,4.372089862823486,4.372089862823486,4.372089862823486,4.372089862823486,0
2000-03-10,2.248500108718872,2.248500108718872,2.248500108718872,2.248500108718872,400
2000-03-13,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,817
2000-03-14,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,801
2000-03-15,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,2001
2000-03-16,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,0
2000-03-17,1.8737499713897705,1.998669981956482,1.8737499713897705,1.998669981956482,440
2000-03-20,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,0
2000-03-23,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,400
2000-03-27,3.122920036315918,3.122920036315918,1.4989999532699585,1.4989999532699585,1327
2000-03-28,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,0
2000-04-05,2.1235899925231934,2.1235899925231934,1.998669981956482,1.998669981956482,1001
2000-04-10,1.998669981956482,1.998669981956482,1.8737499713897705,1.8737499713897705,2282
2000-04-13,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,801
2000-04-14,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,2402
2000-04-17,1.3740899562835693,1.3740899562835693,1.249169945716858,1.249169945716858,1681
2000-04-18,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,0
2000-04-25,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,1201
2000-04-26,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,600
2000-04-27,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,0
2000-05-05,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,801
2000-05-15,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,1041
2000-05-18,1.8737499713897705,1.998669981956482,1.8737499713897705,1.998669981956482,1241
2000-06-01,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,600
2000-06-02,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0
2000-06-07,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,921
2000-06-08,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,0
2000-06-09,1.998669981956482,2.248500108718872,1.998669981956482,2.248500108718872,1614
2000-06-12,2.248500108718872,2.248500108718872,2.248500108718872,2.248500108718872,0
2000-06-20,3.4976699352264404,3.4976699352264404,3.4976699352264404,3.4976699352264404,80
2000-06-21,3.4976699352264404,3.4976699352264404,3.4976699352264404,3.4976699352264404,0
2000-06-22,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,640
2000-06-23,2.498339891433716,2.8730900287628174,2.498339891433716,2.8730900287628174,5916
2000-06-26,2.8730900287628174,2.8730900287628174,2.8730900287628174,2.8730900287628174,0
2000-06-27,2.623260021209717,2.623260021209717,2.623260021209717,2.623260021209717,80
2000-06-28,2.623260021209717,2.623260021209717,2.623260021209717,2.623260021209717,0
2000-07-12,3.24783992767334,3.24783992767334,3.24783992767334,3.24783992767334,40
2000-07-13,2.623260021209717,2.623260021209717,2.623260021209717,2.623260021209717,400
2000-07-14,2.623260021209717,2.623260021209717,2.498339891433716,2.498339891433716,480
2000-07-17,2.498339891433716,2.498339891433716,2.498339891433716,2.498339891433716,0
2000-07-26,2.498339891433716,2.498339891433716,2.498339891433716,2.498339891433716,80
2000-07-31,2.498339891433716,2.498339891433716,2.498339891433716,2.498339891433716,600
2000-08-10,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,120
2000-08-15,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,400
2000-09-01,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,200
2000-09-11,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,64
2000-09-22,2.7481698989868164,2.7481698989868164,2.7481698989868164,2.7481698989868164,700
2000-09-29,3.24783992767334,3.24783992767334,3.24783992767334,3.24783992767334,0
2000-10-16,2.248500108718872,2.623260021209717,2.248500108718872,2.623260021209717,2041
2000-10-17,2.1235899925231934,2.1235899925231934,1.998669981956482,1.998669981956482,2962
2000-10-19,1.62391996383667,1.62391996383667,1.249169945716858,1.249169945716858,1333
2000-10-25,2.7481698989868164,3.122920036315918,2.7481698989868164,3.122920036315918,1609
2000-10-26,3.122920036315918,3.122920036315918,3.122920036315918,3.122920036315918,0
2000-10-31,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,440
2000-11-06,1.62391996383667,1.62391996383667,1.62391996383667,1.62391996383667,64
2000-11-20,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,120
2000-11-21,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,0
2000-11-22,1.7488399744033813,1.7488399744033813,1.62391996383667,1.62391996383667,380
2000-12-06,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,300
2000-12-07,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,80
2000-12-11,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,200
2000-12-13,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,120
2000-12-18,1.249169945716858,1.8737499713897705,1.249169945716858,1.8737499713897705,2209
2000-12-21,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,280
2000-12-22,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,801
2001-01-23,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,400
2001-02-02,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,480
2001-02-07,1.249169945716858,1.998669981956482,1.249169945716858,1.4989999532699585,540
2001-02-14,1.8737499713897705,1.8737499713897705,1.7488399744033813,1.7488399744033813,160
2001-03-02,1.8737499713897705,1.8737499713897705,1.8737499713897705,1.8737499713897705,560
2001-03-23,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,40
2001-04-12,1.3740899562835693,1.3740899562835693,1.3740899562835693,1.3740899562835693,200
2001-04-17,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,68
2001-05-01,0.9993399977684021,0.9993399977684021,0.8744199872016907,0.8744199872016907,560
2001-05-02,0.8744199872016907,0.8744199872016907,0.8744199872016907,0.8744199872016907,0
2001-05-08,0.8744199872016907,0.9993399977684021,0.8744199872016907,0.9993399977684021,12889
2001-05-09,0.9993399977684021,0.9993399977684021,0.9993399977684021,0.9993399977684021,0
2001-05-16,0.8744199872016907,0.8744199872016907,0.8744199872016907,0.8744199872016907,160
2001-06-21,1.249169945716858,1.3740899562835693,1.249169945716858,1.3740899562835693,280
2001-06-25,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,200
2001-06-29,2.1235899925231934,2.248500108718872,2.1235899925231934,2.248500108718872,400
2001-08-02,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,57
2001-08-10,1.8737499713897705,3.122920036315918,1.8737499713897705,3.122920036315918,1057
2001-08-14,2.248500108718872,2.248500108718872,2.248500108718872,2.248500108718872,160
2001-08-22,2.248500108718872,2.248500108718872,2.248500108718872,2.248500108718872,1441
2001-08-29,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,120
2001-08-30,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,500
2001-09-05,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,801
2001-09-06,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,1321
2001-09-17,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,240
2001-09-24,1.249169945716858,1.249169945716858,1.249169945716858,1.249169945716858,144
2001-10-03,2.373420000076294,2.373420000076294,2.373420000076294,2.373420000076294,40
2001-10-04,2.373420000076294,2.373420000076294,2.373420000076294,2.373420000076294,0
2001-10-05,2.373420000076294,2.373420000076294,1.998669981956482,1.998669981956482,280
2001-10-19,2.373420000076294,2.373420000076294,2.373420000076294,2.373420000076294,320
2001-10-22,2.373420000076294,2.373420000076294,1.8737499713897705,1.8737499713897705,1601
2001-11-02,2.248500108718872,2.248500108718872,1.7488399744033813,1.7488399744033813,200
2001-11-06,1.998669981956482,1.998669981956482,1.998669981956482,1.998669981956482,420
